LSOA11CD,LAD11NM,PTAL Score,lsoademographics_White,lsoademographics_Mixed/multiple ethnic groups,lsoademographics_Asian/Asian British,lsoademographics_Black/African/Caribbean/Black British,lsoademographics_Other ethnic group,lsoademographics_BAME,lsoademographics_White (%),lsoademographics_Mixed/multiple ethnic groups (%),lsoademographics_Asian/Asian British (%),lsoademographics_Black/African/Caribbean/Black British (%),lsoademographics_Other ethnic group (%),lsoademographics_BAME (%),lsoademographics_United Kingdom,lsoademographics_Not United Kingdom,lsoademographics_% United Kingdom,lsoademographics_% Not United Kingdom,lsoademographics_Households with at least one person aged 16 or over with English as a main language,lsoademographics_Households where no people aged 16 or over have English as a main language,lsoademographics_% of households with at least one person aged 16 or over with English as a main language,lsoademographics_% of households where no people aged 16 or over have English as a main language,lsoademographics_Christian,lsoademographics_Buddhist,lsoademographics_Hindu,lsoademographics_Jewish,lsoademographics_Muslim,lsoademographics_Sikh,lsoademographics_Other religion,lsoademographics_No religion,lsoademographics_Religion not stated,lsoademographics_Christian (%),lsoademographics_Buddhist (%),lsoademographics_Hindu (%),lsoademographics_Jewish (%),lsoademographics_Muslim (%),lsoademographics_Sikh (%),lsoademographics_Other religion (%),lsoademographics_No religion (%),lsoademographics_Religion not stated (%),IMD only_LSOA name (2011),IMD only_Index of Multiple Deprivation (IMD) Score,IMD only_Income Score (rate),IMD only_Employment Score (rate),"IMD only_Education, Skills and Training Score",IMD only_Health Deprivation and Disability Score,IMD only_Crime Score,IMD only_Barriers to Housing and Services Score,IMD only_Living Environment Score,lsoahouseprices_House Prices;Median Price;2014,Mean and Median Incomes_2012/13mean,Mean and Median Incomes_2012/13median,lsoaages_All Ages,lsoaages_0-15,lsoaages_16-29,lsoaages_30-44,lsoaages_45-64,lsoaages_65+,lsoaages_Working-age
E01001789,Hackney,5.54548,922,107,196,459,55,817,53,6.2,11.3,26.4,3.2,47,1118,621,64.3,35.7,560,86,86.7,13.3,654,25,10,18,263,17,12,581,159,37.6,1.4,0.6,1,15.1,1,0.7,33.4,9.1,Hackney 015C,27.7,0.2,0.1,7,0.4,0.5,39.3,31.8,565165,48270,39610,1739,360,443,471,334,131,1248
E01001790,Hackney,6.60471,326,87,137,711,82,1017,24.3,6.5,10.2,52.9,6.1,75.7,648,695,48.3,51.7,377,115,76.6,23.4,769,15,6,6,280,20,6,117,124,57.3,1.1,0.4,0.4,20.8,1.5,0.4,8.7,9.2,Hackney 013D,52,0.4,0.2,18.8,1,0,50,23,235250,36040,29410,1343,404,266,286,310,77,862
E01001791,Hackney,7.56684,569,147,213,534,71,965,37.1,9.6,13.9,34.8,4.6,62.9,935,599,61,39,427,73,85.4,14.6,682,11,12,14,307,33,9,292,174,44.5,0.7,0.8,0.9,20,2.2,0.6,19,11.3,Hackney 015D,32.2,0.2,0.1,14.4,0.7,0.5,40.2,32.4,440000,43930,36160,1534,399,395,357,279,104,1031
E01001792,Hackney,21.0307,810,104,439,366,61,970,45.5,5.8,24.7,20.6,3.4,54.5,1063,717,59.7,40.3,519,101,83.7,16.3,608,12,22,30,452,15,9,418,214,34.2,0.7,1.2,1.7,25.4,0.8,0.5,23.5,12,Hackney 011A,32.7,0.2,0.1,10.9,0.4,1.2,40.7,37.3,322500,46750,38420,1780,349,417,447,405,162,1269
E01001793,Hackney,13.6069,866,97,249,424,49,819,51.4,5.8,14.8,25.2,2.9,48.6,1056,629,62.7,37.3,558,98,85.1,14.9,577,12,29,22,260,27,18,571,169,34.2,0.7,1.7,1.3,15.4,1.6,1.1,33.9,10,Hackney 011B,24.9,0.2,0.1,4.8,-0.2,0.4,41.5,39.2,500000,48180,39540,1685,297,434,498,332,124,1264
E01001794,Hackney,22.9605,1029,111,418,312,39,880,53.9,5.8,21.9,16.3,2,46.1,1198,711,62.8,37.2,520,136,79.3,20.7,593,25,27,19,351,31,11,614,238,31.1,1.3,1.4,1,18.4,1.6,0.6,32.2,12.5,Hackney 011C,26.5,0.1,0.1,7.3,0,0.8,40.8,53.7,640000,50140,41060,1909,313,479,525,352,240,1356
E01001795,Hackney,18.8688,837,90,228,273,36,627,57.2,6.1,15.6,18.6,2.5,42.8,928,536,63.4,36.6,483,88,84.6,15.4,419,20,11,20,201,18,13,581,181,28.6,1.4,0.8,1.4,13.7,1.2,0.9,39.7,12.4,Hackney 011D,31.5,0.2,0.1,5.6,0.4,1.3,41.7,38,670000,48410,39720,1464,252,423,456,233,100,1112
E01001796,Hackney,15.5029,822,148,218,384,75,825,49.9,9,13.2,23.3,4.6,50.1,906,741,55,45,571,166,77.5,22.5,634,31,6,15,210,20,10,555,166,38.5,1.9,0.4,0.9,12.8,1.2,0.6,33.7,10.1,Hackney 011E,28.4,0.1,0.1,7.7,0.2,0.4,46.8,50.9,444000,46750,38420,1647,268,463,543,294,79,1300
E01001798,Hackney,16.1,609,147,345,562,122,1176,34.1,8.2,19.3,31.5,6.8,65.9,966,819,54.1,45.9,544,150,78.4,21.6,814,24,3,30,393,22,17,298,184,45.6,1.3,0.2,1.7,22,1.2,1,16.7,10.3,Hackney 028A,46.4,0.3,0.2,19.8,0.8,1.2,42.7,33.4,315500,38180,31310,1785,456,412,420,332,165,1164
E01001822,Hackney,11.5382,750,109,245,515,166,1035,42,6.1,13.7,28.9,9.3,58,955,830,53.5,46.5,515,191,72.9,27.1,698,13,5,240,372,37,5,228,187,39.1,0.7,0.3,13.4,20.8,2.1,0.3,12.8,10.5,Hackney 029C,45.7,0.3,0.2,34.1,0.7,0.8,41.5,25.3,250000,38660,31730,1785,498,433,367,353,134,1153
E01001823,Hackney,4.39832,1087,80,97,278,223,678,61.6,4.5,5.5,15.8,12.6,38.4,1145,620,64.9,35.1,430,108,79.9,20.1,383,9,6,722,229,16,17,165,218,21.7,0.5,0.3,40.9,13,0.9,1,9.3,12.4,Hackney 001D,28.3,0.2,0.1,35.3,0.2,-0.6,43,21.3,388500,45720,37600,1765,645,396,349,287,88,1032
E01001824,Hackney,6.39963,863,90,114,330,120,654,56.9,5.9,7.5,21.8,7.9,43.1,874,643,57.6,42.4,408,131,75.7,24.3,480,5,5,508,209,6,4,118,182,31.6,0.3,0.3,33.5,13.8,0.4,0.3,7.8,12,Hackney 004D,33.9,0.2,0.1,39.3,0,0.4,44.8,29.3,460000,41580,34220,1517,518,297,336,245,121,878
E01001825,Hackney,12.8345,1300,24,34,78,162,298,81.4,1.5,2.1,4.9,10.1,18.6,1139,459,71.3,28.7,362,66,84.6,15.4,161,5,4,1030,41,1,1,91,264,10.1,0.3,0.3,64.5,2.6,0.1,0.1,5.7,16.5,Hackney 001E,26.9,0.1,0.1,59,-0.5,-0.5,40.1,32.2,375000,49570,40610,1598,665,339,255,250,89,844
E01001827,Hackney,6.24512,997,117,178,518,106,919,52,6.1,9.3,27,5.5,48,1206,710,62.9,37.1,573,143,80,20,646,6,7,418,323,11,5,223,277,33.7,0.3,0.4,21.8,16.9,0.6,0.3,11.6,14.5,Hackney 029D,36.9,0.2,0.2,39.7,0.4,0.2,41.3,22.6,331000,39760,32680,1916,617,390,405,352,152,1147
E01001828,Hackney,8.10657,757,159,215,804,122,1300,36.8,7.7,10.5,39.1,5.9,63.2,1118,939,54.4,45.6,651,180,78.3,21.7,953,14,11,44,387,16,4,419,209,46.3,0.7,0.5,2.1,18.8,0.8,0.2,20.4,10.2,Hackney 028B,34.2,0.2,0.2,20.7,0.3,0.3,42.2,21.8,275000,40500,33310,2057,569,436,507,405,140,1348
E01001846,Hackney,8.47432,520,69,120,469,38,696,42.8,5.7,9.9,38.6,3.1,57.2,794,422,65.3,34.7,469,66,87.7,12.3,714,22,7,10,137,11,3,202,110,58.7,1.8,0.6,0.8,11.3,0.9,0.2,16.6,9,Hackney 018A,46.7,0.3,0.2,19.7,1.1,1.7,42.6,28,340000,39460,32420,1216,246,263,270,276,161,809
E01002037,Haringey,5.60859,701,123,185,721,102,1131,38.3,6.7,10.1,39.4,5.6,61.7,796,1036,43.4,56.6,467,230,67,33,896,33,22,2,443,1,9,248,178,48.9,1.8,1.2,0.1,24.2,0.1,0.5,13.5,9.7,Haringey 002B,44.9,0.3,0.2,35.9,0,1.1,47.3,30.6,164000,35020,26740,1832,444,351,508,397,132,1256
E01002052,Haringey,4.52285,1376,62,104,232,246,644,68.1,3.1,5.1,11.5,12.2,31.9,1266,754,62.7,37.3,436,90,82.9,17.1,379,8,15,1081,181,9,8,118,221,18.8,0.4,0.7,53.5,9,0.4,0.4,5.8,10.9,Haringey 029C,28.1,0.1,0.1,45.6,-0.6,0.4,38.9,25.4,650000,48240,37190,2020,848,337,429,271,135,1037
E01002075,Haringey,7.64326,761,114,197,597,108,1016,42.8,6.4,11.1,33.6,6.1,57.2,878,899,49.4,50.6,454,141,76.3,23.7,938,10,59,3,342,10,3,274,138,52.8,0.6,3.3,0.2,19.2,0.6,0.2,15.4,7.8,Haringey 015A,34,0.2,0.1,35.6,0.2,0.5,42,28.3,267500,37250,28630,1777,442,556,361,307,111,1224
E01002078,Haringey,16.5842,972,166,207,733,116,1222,44.3,7.6,9.4,33.4,5.3,55.7,1083,1111,49.4,50.6,701,250,73.7,26.3,1141,14,25,14,437,6,8,381,168,52,0.6,1.1,0.6,19.9,0.3,0.4,17.4,7.7,Haringey 015C,34.3,0.2,0.1,21.3,0,0.5,48.5,38.5,220000,38950,30030,2194,491,464,600,487,152,1551
E01002080,Haringey,17.4508,650,103,345,441,54,943,40.8,6.5,21.7,27.7,3.4,59.2,675,918,42.4,57.6,367,143,72,28,830,32,60,6,278,12,1,244,130,52.1,2,3.8,0.4,17.5,0.8,0.1,15.3,8.2,Haringey 015D,30.6,0.2,0.1,15,-0.2,0.8,42.5,38.9,320000,41060,31730,1593,276,522,366,289,140,1177
E01003544,Newham,8.799,663,135,500,576,64,1275,34.2,7,25.8,29.7,3.3,65.8,900,1038,46.4,53.6,499,165,75.2,24.8,1006,4,68,0,456,39,9,199,157,51.9,0.2,3.5,0,23.5,2,0.5,10.3,8.1,Newham 001B,28.7,0.1,0.1,21,0.1,0.7,47.8,39.7,295250,40220,34130,1938,423,512,507,366,130,1385
E01003545,Newham,6.31559,570,89,485,545,38,1157,33,5.2,28.1,31.6,2.2,67,904,823,52.3,47.7,480,164,74.5,25.5,837,15,68,5,455,21,4,208,114,48.5,0.9,3.9,0.3,26.3,1.2,0.2,12,6.6,Newham 006A,27.2,0.1,0.1,14.4,0.1,0.5,49.3,24,290500,40800,34630,1727,415,452,421,338,101,1211
E01003546,Newham,12.0341,389,69,734,670,78,1551,20.1,3.6,37.8,34.5,4,79.9,964,976,49.7,50.3,429,159,73,27,860,11,63,2,681,37,8,161,117,44.3,0.6,3.2,0.1,35.1,1.9,0.4,8.3,6,Newham 001C,33.5,0.2,0.1,17.7,0.3,0.9,49.8,25.2,230000,40340,34240,1940,524,554,436,322,104,1312
E01003548,Newham,7.01348,1006,116,600,514,117,1347,42.8,4.9,25.5,21.8,5,57.2,1042,1311,44.3,55.7,601,251,70.5,29.5,1145,20,104,6,532,3,4,356,183,48.7,0.8,4.4,0.3,22.6,0.1,0.2,15.1,7.8,Newham 006B,22.3,0.1,0.1,15.9,-0.5,0.3,48.4,29.2,320975,40370,34260,2353,413,798,609,322,211,1729
E01003549,Newham,10.3661,821,105,605,492,82,1284,39,5,28.7,23.4,3.9,61,945,1160,44.9,55.1,584,206,73.9,26.1,1039,11,123,4,474,12,9,289,144,49.4,0.5,5.8,0.2,22.5,0.6,0.4,13.7,6.8,Newham 006C,25.6,0.1,0.1,14.2,-0.1,0.3,48.3,25.8,239748,40230,34140,2105,364,698,537,367,139,1602
E01003550,Newham,10.7182,534,95,636,446,69,1246,30,5.3,35.7,25.1,3.9,70,892,888,50.1,49.9,453,178,71.8,28.2,754,7,92,1,523,50,13,201,139,42.4,0.4,5.2,0.1,29.4,2.8,0.7,11.3,7.8,Newham 001D,27,0.2,0.1,15.4,-0.3,-0.1,50.8,35,322500,41140,34920,1780,391,486,424,342,137,1252
E01003615,Newham,11.6137,701,116,516,445,57,1134,38.2,6.3,28.1,24.3,3.1,61.8,815,1020,44.4,55.6,454,189,70.6,29.4,915,13,62,1,456,11,8,226,143,49.9,0.7,3.4,0.1,24.9,0.6,0.4,12.3,7.8,Newham 013C,27.3,0.2,0.1,12.3,0.2,0.1,47.2,33.4,242498,40500,34370,1835,341,630,433,282,149,1345
E01003616,Newham,34.6324,628,93,431,424,74,1022,38.1,5.6,26.1,25.7,4.5,61.9,764,886,46.3,53.7,513,145,78,22,831,23,56,4,387,13,4,195,137,50.4,1.4,3.4,0.2,23.5,0.8,0.2,11.8,8.3,Newham 012A,29.4,0.2,0.1,16.7,0.2,1,45.3,29.9,221500,40830,34660,1650,247,549,440,324,90,1313
E01003668,Redbridge,12.9246,1224,61,250,49,38,398,75.5,3.8,15.4,3,2.3,24.5,1227,395,75.6,24.4,694,61,91.9,8.1,730,13,42,136,148,23,5,389,136,45,0.8,2.6,8.4,9.1,1.4,0.3,24,8.4,Redbridge 007A,8.9,0.1,0,3.5,-0.8,0.2,19.1,26.1,336500,56290,44810,1622,240,294,473,372,243,1139
E01003669,Redbridge,4.76334,1228,94,132,49,25,300,80.4,6.2,8.6,3.2,1.6,19.6,1278,250,83.6,16.4,577,29,95.2,4.8,820,11,36,46,67,11,16,415,106,53.7,0.7,2.4,3,4.4,0.7,1,27.2,6.9,Redbridge 007B,6.2,0,0,1.5,-1.3,0,17.5,30.6,357500,60120,47430,1528,304,255,379,440,150,1074
E01003670,Redbridge,4.84771,1102,57,240,82,15,394,73.7,3.8,16,5.5,1,26.3,1206,290,80.6,19.4,552,25,95.7,4.3,845,6,69,47,103,19,3,292,112,56.5,0.4,4.6,3.1,6.9,1.3,0.2,19.5,7.5,Redbridge 007C,9.5,0.1,0.1,3.5,-1.2,-0.5,27,22.2,495000,57500,45650,1496,322,262,313,400,199,975
E01003671,Redbridge,4.87334,1183,64,205,64,17,350,77.2,4.2,13.4,4.2,1.1,22.8,1294,239,84.4,15.6,527,25,95.5,4.5,884,8,67,41,86,15,5,298,129,57.7,0.5,4.4,2.7,5.6,1,0.3,19.4,8.4,Redbridge 007D,3.6,0,0,1.6,-1.3,-0.4,12.9,18,525000,59940,47310,1533,316,218,335,461,203,1014
E01003672,Redbridge,8.67179,957,101,217,121,34,473,66.9,7.1,15.2,8.5,2.4,33.1,1062,368,74.3,25.7,634,56,91.9,8.1,633,14,40,119,191,6,9,309,109,44.3,1,2.8,8.3,13.4,0.4,0.6,21.6,7.6,Redbridge 007E,17.2,0.1,0.1,6,-0.2,-0.1,24.2,31.3,269500,50080,40380,1430,274,327,382,230,217,939
E01003673,Redbridge,6.37091,1308,118,280,54,18,470,73.6,6.6,15.7,3,1,26.4,1395,383,78.5,21.5,745,44,94.4,5.6,881,12,86,79,90,21,14,447,148,49.6,0.7,4.8,4.4,5.1,1.2,0.8,25.1,8.3,Redbridge 007F,10.7,0,0,2.8,-1.3,0,27.4,44.1,386525,57260,45480,1778,322,318,616,371,151,1305
E01003674,Redbridge,10.545,1459,110,429,96,35,670,68.5,5.2,20.2,4.5,1.6,31.5,1507,622,70.8,29.2,901,99,90.1,9.9,1017,9,135,73,172,27,11,545,140,47.8,0.4,6.3,3.4,8.1,1.3,0.5,25.6,6.6,Redbridge 007G,9,0.1,0,2.1,-0.7,0,24.5,26,285000,56000,44610,2129,322,537,707,357,206,1601
E01003744,Redbridge,3.26105,1083,28,167,46,13,254,81,2.1,12.5,3.4,1,19,1124,213,84.1,15.9,580,12,98,2,751,6,60,85,56,23,13,240,103,56.2,0.4,4.5,6.4,4.2,1.7,1,18,7.7,Redbridge 001A,8.4,0.1,0,6.7,-1.1,-0.1,29,14.1,417500,59480,47000,1337,184,186,250,397,320,833
E01003746,Redbridge,4.027,1255,55,124,40,12,231,84.5,3.7,8.3,2.7,0.8,15.5,1279,207,86.1,13.9,637,24,96.4,3.6,871,4,33,183,52,20,4,208,111,58.6,0.3,2.2,12.3,3.5,1.3,0.3,14,7.5,Redbridge 001C,4.1,0,0,2.2,-1.6,-0.5,14.2,19.2,480000,59630,47100,1486,225,197,266,404,394,867
E01003748,Redbridge,7.79245,1231,44,195,54,21,314,79.7,2.8,12.6,3.5,1.4,20.3,1247,298,80.7,19.3,547,25,95.6,4.4,925,5,64,77,91,10,7,252,114,59.9,0.3,4.1,5,5.9,0.6,0.5,16.3,7.4,Redbridge 001E,4.9,0,0,2.6,-1.5,-0.1,15.7,19.1,784000,62870,49260,1545,261,223,257,460,344,940
E01003750,Redbridge,6.17191,1338,68,176,54,35,333,80.1,4.1,10.5,3.2,2.1,19.9,1363,308,81.6,18.4,758,40,95,5,908,10,51,80,73,22,11,362,154,54.3,0.6,3.1,4.8,4.4,1.3,0.7,21.7,9.2,Redbridge 001G,12.2,0.1,0.1,3.7,-0.9,0.4,23.6,25.1,274998,55160,44020,1671,253,259,386,427,346,1072
E01003774,Redbridge,9.7145,1335,87,252,57,33,429,75.7,4.9,14.3,3.2,1.9,24.3,1356,408,76.9,23.1,816,51,94.1,5.9,892,9,80,52,93,19,8,465,146,50.6,0.5,4.5,2.9,5.3,1.1,0.5,26.4,8.3,Redbridge 014A,8.9,0.1,0.1,1.5,-1,0,20.7,25.7,367500,57580,45700,1764,266,276,562,421,239,1259
E01003775,Redbridge,8.42769,1008,84,534,59,51,728,58.1,4.8,30.8,3.4,2.9,41.9,1197,539,69,31,636,50,92.7,7.3,690,14,156,131,267,61,3,289,125,39.7,0.8,9,7.5,15.4,3.5,0.2,16.6,7.2,Redbridge 014B,7.6,0,0,1.2,-1.2,0.3,22.5,21.6,345000,57670,45760,1736,311,298,442,354,331,1094
E01003776,Redbridge,10.911,1168,104,216,150,15,485,70.7,6.3,13.1,9.1,0.9,29.3,1171,482,70.8,29.2,841,91,90.2,9.8,929,8,55,91,136,17,9,292,116,56.2,0.5,3.3,5.5,8.2,1,0.5,17.7,7,Redbridge 014C,23.9,0.2,0.1,12.3,0.5,-0.2,33,16.3,288500,48690,39360,1653,223,271,464,307,388,1042
E01003777,Redbridge,18.1439,1327,66,307,48,24,445,74.9,3.7,17.3,2.7,1.4,25.1,1288,484,72.7,27.3,792,64,92.5,7.5,819,38,86,54,99,41,20,478,137,46.2,2.1,4.9,3,5.6,2.3,1.1,27,7.7,Redbridge 014D,7.8,0,0,1.4,-1.4,0.5,15.9,31.7,358500,58700,46470,1772,217,380,532,388,255,1300
E01003778,Redbridge,18.1585,1331,78,330,64,36,508,72.4,4.2,17.9,3.5,2,27.6,1322,517,71.9,28.1,805,74,91.6,8.4,914,27,91,64,127,15,8,426,167,49.7,1.5,4.9,3.5,6.9,0.8,0.4,23.2,9.1,Redbridge 014E,9.6,0.1,0,2.8,-0.9,0.2,20,36.2,330000,56350,44850,1839,256,356,575,386,266,1317
E01003779,Redbridge,16.8956,1236,63,202,66,18,349,78,4,12.7,4.2,1.1,22,1195,390,75.4,24.6,654,54,92.4,7.6,900,10,58,42,98,25,4,340,108,56.8,0.6,3.7,2.6,6.2,1.6,0.3,21.5,6.8,Redbridge 014F,14.1,0.1,0.1,5.9,-0.2,-0.6,21.1,31,380000,54730,43720,1585,256,199,405,378,347,982
E01003780,Redbridge,3.48404,877,47,529,51,12,639,57.8,3.1,34.9,3.4,0.8,42.2,1109,407,73.2,26.8,474,33,93.5,6.5,622,5,174,84,237,79,13,180,122,41,0.3,11.5,5.5,15.6,5.2,0.9,11.9,8,Redbridge 014G,5.8,0,0,2.2,-1.7,-0.1,22.8,22.3,769000,63420,49630,1516,300,244,254,461,257,959
E01003789,Redbridge,13.8459,1010,60,323,37,14,434,69.9,4.2,22.4,2.6,1,30.1,1070,374,74.1,25.9,591,34,94.6,5.4,699,7,67,24,149,43,16,311,128,48.4,0.5,4.6,1.7,10.3,3,1.1,21.5,8.9,Redbridge 018A,10.3,0,0,2.7,-1.2,0.4,25.7,37,333000,61550,48390,1444,222,264,332,401,225,997
E01003791,Redbridge,5.63005,1096,69,212,83,28,392,73.7,4.6,14.2,5.6,1.9,26.3,1179,309,79.2,20.8,517,23,95.7,4.3,797,6,36,15,157,30,12,327,108,53.6,0.4,2.4,1,10.6,2,0.8,22,7.3,Redbridge 027B,15.7,0,0,3.8,-1.1,1.7,29.3,33,631250,58540,46360,1488,262,252,267,470,237,989
E01004327,Waltham Forest,6.34881,522,71,238,327,55,691,43,5.9,19.6,27,4.5,57,674,539,55.6,44.4,380,85,81.7,18.3,633,11,33,2,235,15,3,174,107,52.2,0.9,2.7,0.2,19.4,1.2,0.2,14.3,8.8,Waltham Forest 028A,30.1,0.2,0.1,15.7,-0.1,0.5,40.4,33.8,297500,38940,32640,1213,231,303,286,250,143,839
E01004328,Waltham Forest,9.28759,883,105,338,437,77,957,48,5.7,18.4,23.8,4.2,52,860,980,46.7,53.3,494,177,73.6,26.4,1005,4,28,10,362,5,5,296,125,54.6,0.2,1.5,0.5,19.7,0.3,0.3,16.1,6.8,Waltham Forest 028B,23.2,0.1,0.1,13.9,-0.4,0.4,36.4,54.3,310000,41950,35150,1840,354,599,467,316,104,1382
E01004329,Waltham Forest,4.81106,780,78,466,548,59,1151,40.4,4,24.1,28.4,3.1,59.6,968,963,50.1,49.9,519,152,77.3,22.7,988,10,44,2,436,24,10,300,117,51.2,0.5,2.3,0.1,22.6,1.2,0.5,15.5,6.1,Waltham Forest 028C,23.7,0.1,0.1,17.4,-0.1,-0.2,38.5,44.2,286250,40360,33830,1931,408,620,474,329,100,1423
E01004330,Waltham Forest,6.35237,929,92,330,434,49,905,50.7,5,18,23.7,2.7,49.3,867,967,47.3,52.7,483,142,77.3,22.7,1047,12,42,5,284,0,7,314,123,57.1,0.7,2.3,0.3,15.5,0,0.4,17.1,6.7,Waltham Forest 028D,16.9,0.1,0,9.9,-0.8,0.2,32.2,45.3,364000,42320,35450,1834,357,530,463,349,135,1342
E01004331,Waltham Forest,7.28664,714,134,395,566,47,1142,38.5,7.2,21.3,30.5,2.5,61.5,989,867,53.3,46.7,536,139,79.4,20.6,890,14,43,6,423,18,5,316,141,48,0.8,2.3,0.3,22.8,1,0.3,17,7.6,Waltham Forest 028E,22.8,0.2,0.1,16.2,-0.2,-0.4,42.2,32.5,317500,40380,33850,1856,414,530,440,362,110,1332
E01004332,Waltham Forest,9.08841,798,133,422,421,75,1051,43.2,7.2,22.8,22.8,4.1,56.8,870,979,47.1,52.9,452,181,71.4,28.6,885,17,44,3,465,14,9,269,143,47.9,0.9,2.4,0.2,25.1,0.8,0.5,14.5,7.7,Waltham Forest 028F,28.2,0.1,0.1,19.1,0.7,0.4,40.6,36.1,346500,40310,33790,1849,401,512,475,324,137,1311
E01004333,Waltham Forest,15.0356,729,133,423,398,86,1040,41.2,7.5,23.9,22.5,4.9,58.8,995,774,56.2,43.8,459,152,75.1,24.9,738,13,24,7,527,1,5,321,133,41.7,0.7,1.4,0.4,29.8,0.1,0.3,18.1,7.5,Waltham Forest 024A,27.9,0.2,0.1,15,0.2,0.5,44.4,26.5,316000,40410,33870,1769,449,448,486,280,106,1214
E01004334,Waltham Forest,10.6936,578,105,272,475,77,929,38.4,7,18,31.5,5.1,61.6,837,670,55.5,44.5,517,120,81.2,18.8,744,16,25,2,376,5,7,189,143,49.4,1.1,1.7,0.1,25,0.3,0.5,12.5,9.5,Waltham Forest 024B,44.7,0.3,0.2,30,0.6,0.6,45.4,22.9,232500,35190,29360,1507,379,311,334,333,150,978
E01004335,Waltham Forest,12.1712,534,108,393,718,90,1309,29,5.9,21.3,39,4.9,71,1087,756,59,41,491,154,76.1,23.9,896,5,25,0,535,13,2,256,111,48.6,0.3,1.4,0,29,0.7,0.1,13.9,6,Waltham Forest 027A,39.7,0.3,0.2,27.8,0.5,0.5,43.4,31.1,282500,35570,29710,1843,575,446,414,318,90,1178
E01004336,Waltham Forest,24.4388,541,81,684,335,58,1158,31.8,4.8,40.3,19.7,3.4,68.2,635,1064,37.4,62.6,387,177,68.6,31.4,645,19,42,2,585,28,14,248,116,38,1.1,2.5,0.1,34.4,1.6,0.8,14.6,6.8,Waltham Forest 026A,24.3,0.1,0.1,20.3,-0.5,0.5,43.5,36.4,302500,37370,31290,1699,219,713,378,285,104,1376
E01004337,Waltham Forest,19.5516,852,96,547,366,105,1114,43.3,4.9,27.8,18.6,5.3,56.7,1085,881,55.2,44.8,553,164,77.1,22.9,956,24,38,10,529,17,7,237,148,48.6,1.2,1.9,0.5,26.9,0.9,0.4,12.1,7.5,Waltham Forest 027B,26.1,0.2,0.1,18.9,0,0.1,43.1,32.4,335000,37410,31330,1966,445,447,519,395,160,1361
E01004338,Waltham Forest,22.3495,779,71,549,326,47,993,44,4,31,18.4,2.7,56,699,1073,39.4,60.6,412,168,71,29,848,20,55,7,468,10,6,229,129,47.9,1.1,3.1,0.4,26.4,0.6,0.3,12.9,7.3,Waltham Forest 027C,19.4,0.1,0.1,9.4,-0.5,0,38.8,40.2,338000,41430,34720,1772,274,624,453,301,120,1378
E01004339,Waltham Forest,18.5877,839,76,391,344,164,975,46.3,4.2,21.6,19,9,53.7,868,946,47.9,52.1,489,172,74,26,778,12,32,1,473,5,6,370,137,42.9,0.7,1.8,0.1,26.1,0.3,0.3,20.4,7.6,Waltham Forest 027D,24.5,0.1,0.1,13.3,-0.5,0.3,50.3,36.5,365000,42000,35190,1814,415,428,591,296,84,1315
E01004340,Waltham Forest,17.6236,742,146,353,532,76,1107,40.1,7.9,19.1,28.8,4.1,59.9,997,852,53.9,46.1,545,153,78.1,21.9,947,7,42,6,416,6,7,274,144,51.2,0.4,2.3,0.3,22.5,0.3,0.4,14.8,7.8,Waltham Forest 027E,43.2,0.3,0.2,21.9,0.8,1,44.5,29.1,300000,36620,30630,1849,389,489,458,366,147,1313
E01004341,Waltham Forest,10.5235,661,126,310,580,80,1096,37.6,7.2,17.6,33,4.6,62.4,965,792,54.9,45.1,521,144,78.3,21.7,881,15,23,4,444,6,5,254,125,50.1,0.9,1.3,0.2,25.3,0.3,0.3,14.5,7.1,Waltham Forest 027F,32.1,0.2,0.1,20.3,0.1,0.7,43.3,31.8,344000,37710,31580,1757,396,492,404,303,162,1199
E01004342,Waltham Forest,6.83652,970,140,538,361,134,1173,45.3,6.5,25.1,16.8,6.3,54.7,1219,924,56.9,43.1,622,167,78.8,21.2,918,10,129,11,586,2,9,326,152,42.8,0.5,6,0.5,27.3,0.1,0.4,15.2,7.1,Waltham Forest 011A,22.4,0.1,0.1,17,-0.2,0.4,40.6,32,350000,41600,34850,2143,473,545,539,397,189,1481
E01004343,Waltham Forest,6.11766,1138,119,235,259,43,656,63.4,6.6,13.1,14.4,2.4,36.6,1363,431,76,24,592,55,91.5,8.5,1018,15,28,5,195,9,10,342,172,56.7,0.8,1.6,0.3,10.9,0.5,0.6,19.1,9.6,Waltham Forest 008A,15.8,0.1,0.1,9.5,-0.7,0.3,30.3,34.7,338750,46460,38750,1794,375,334,411,473,201,1218
E01004344,Waltham Forest,6.04218,740,135,396,487,82,1100,40.2,7.3,21.5,26.5,4.5,59.8,1137,703,61.8,38.2,531,136,79.6,20.4,943,5,106,6,360,26,5,268,121,51.2,0.3,5.8,0.3,19.6,1.4,0.3,14.6,6.6,Waltham Forest 008B,30.5,0.2,0.1,21.7,-0.3,0.8,53.5,36.7,296000,41090,34430,1840,499,385,470,351,135,1206
E01004345,Waltham Forest,5.84532,881,177,368,425,74,1044,45.8,9.2,19.1,22.1,3.8,54.2,1185,740,61.6,38.4,516,108,82.7,17.3,966,14,57,3,432,6,11,283,153,50.2,0.7,3,0.2,22.4,0.3,0.6,14.7,7.9,Waltham Forest 010A,20.9,0.1,0.1,16.5,-0.3,0.3,32.7,38.4,334000,43980,36790,1925,491,425,457,410,142,1292
